image_name,vehicle_class,start_date,expiry_date,confidence,rotation_angle
373825.jpg,D1,,,0.9980102777481079,0
373825.jpg,D,,,0.9975408315658569,0
373825.jpg,DE,,,0.9980159997940063,0
373825.jpg,G1,11.12.2020,11.12.2028,0.9984316229820251,0
373825.jpg,G,,,0.9973055124282837,0
373825.jpg,J,,,0.992659866809845,0
373702.jpg,A1,01.01.2020,01.01.2028,0.998687744140625,270
373702.jpg,A,01.01.2020,01.01.2028,0.9994245767593384,270
373702.jpg,B1,,,0.994449257850647,270
373702.jpg,B,01.01.2020,01.01.2028,0.9914347529411316,270
373702.jpg,C1,,,0.9968778491020203,270
373702.jpg,C,,,0.8169081807136536,270
